Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78552,,,,1,,1,,,,1,,,,5,1,,,,,,,,4,2,,,,,,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,19,3,3,8,,,1,,2,,,,,,,,,,,59
78557,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,7
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,1,,,14
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,5
78566,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,12,3,2,1,,,1,,,,,,,,,,,,,35
78569,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,9
78572,,,,3,,1,3,,,4,3,,,2,2,,2,,,,5,1,8,4,,,,2,,1,1,,,2,,,,,1,,,,,,,1,3,,1,,,,,,,,,,,,,,,,,,,,,1,,3,,,2,2,2,,,,,61,12,15,24,,,4,,,,2,2,,,1,2,2,,,185
78573,,,,2,,,,,,1,1,,,1,,,,,,,,1,3,1,,,,2,,,,,,2,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,4,2,,,,,1,,1,,,,,,,,,46
78574,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,2,,,,,,2,,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9,1,1,5,,,,,,,,,,,1,,,,,29
78575,,,,,,,,,,,2,,,,1,,1,1,,,2,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17,1,,7,,,1,,1,,,,,,,,,,,39
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,5
78577,1,,,,,,1,,,2,,,,1,1,,,,,,,,5,1,,,,,,1,,,2,2,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,13,6,2,5,,,,,,,1,,,,,,,,,50
78578,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,4,2,5,,,,,,,,,,,,,,,,33
78580,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
78582,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,2,,,,,,,,,,,,,13
78583,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78586,,,,,,,,,,1,,,,,1,,,,,,1,,4,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,,7,,2,5,,,1,,1,,,,,,,1,1,,,34
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78589,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,6,,,1,,,,,,,,,,,,,22
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78594,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,1,,,,2,,2,,2,,1,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,1,,1,,,23,6,3,2,,1,,,,,,,,,,,,,,53
78597,,,,,,,,,,1,,,,2,1,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,1,,,1,,1,,,,,,,,,,,27
78599,,,,,,,,,,,2,,,,,,,,,,1,1,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,1,,4,,,,,,,,,,,,,,,,21
78602,1,,,,,,,,,,,,,3,,2,1,,,,7,,8,1,,,,,,2,,,4,2,,,,,1,,,,,,,,2,,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,22,7,2,16,,,5,,,,1,,,,,1,,,,92
78605,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,9
78606,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,3,,,1,,,,,,,,,1,,,,16
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78610,,,,3,,1,1,,,1,,,,4,2,,2,,,1,7,,20,4,,,,,,8,,1,11,7,,,,,2,,,,,,,,9,,1,2,,,,,,,,,,,,,,,,,2,,,,,16,1,,,,,,,,,50,11,7,34,,1,4,,1,1,2,,,,1,,,,,218
78611,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,8,5,3,3,,1,4,,,,,,,,,,,,,34
78612,,,,,,,,,,1,,,,2,,,,,,,3,,3,1,,,,,,,,,1,1,,,,,,,1,,,,,,2,,1,1,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,1,12,5,,5,,1,3,,,,1,,,,,1,,,,53
78613,3,,,7,2,1,1,,,8,6,,11,18,2,4,14,,1,,38,2,64,36,,,,5,,10,,2,9,10,,,,,9,,1,,,2,,,12,,4,10,5,,2,,2,,,,,,,,,,,,2,1,,2,,72,4,,5,1,4,,,,1,332,103,55,149,,7,10,1,5,1,8,,1,,3,2,5,,,1075
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78616,,,,,,,1,,,,,,,1,,,,,,,1,,4,3,,,,1,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,,22,7,2,2,,1,,,1,,1,,,,,,,,,59
78617,,,,,,,,,,2,,,,,,,,,,,3,,5,1,,,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,1,,,1,,,,,,14,2,,2,,,1,,,,,,,,,,,,,40
78619,,,,1,,1,,,,,1,,1,1,,1,1,,1,,1,,3,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,4,,,,,2,,,,,24,9,8,14,,,,1,,,,,,,2,,,,,83
78620,2,,,1,,,2,,,1,2,,2,5,,,4,,,,12,2,18,7,,,,,1,,,,4,1,,,,,5,,1,,,,,,6,,,1,,,,,4,,,,,,,1,,,,,1,,,,,12,,,1,,,,,,,72,36,16,41,,1,5,,2,,3,,,,,3,4,,,279
78621,,,,,,,,,,,,,1,2,,,,,,,4,,9,,,,,2,,3,,,5,,,,,,1,,,,,,,,2,,3,,,1,2,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,8,2,,3,,,3,,1,1,1,,,,,,,,,59
78623,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,1,,,,,8
78624,1,,,1,1,,,,,1,,,1,1,2,,,,,,2,,3,2,,,,,,3,,,4,6,,,1,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,2,,,,3,,,,,,,,,,13,9,7,9,,,2,,1,,1,,,,,,1,,,82
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78626,1,,,1,,,2,,,1,,,1,2,,1,1,,1,,6,,12,7,,,,,,3,,1,10,2,,,,,1,,1,,,,,,6,,1,1,,,1,,,,,,,1,,,,,,,1,,,1,,18,1,,,,1,,,,,82,14,5,30,,4,10,,1,,4,,,,,1,1,,,238
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78628,,,,2,,,,,,3,6,,6,6,1,,4,1,,1,10,,15,17,,,,1,,2,,1,8,7,,,,,2,,,1,,1,,,6,,1,4,,,1,,3,,,1,,,,,,,,,1,,,,,21,2,,1,,2,,1,,2,138,38,12,63,,1,6,,2,,5,3,,,1,5,3,,,418
78629,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,2,,2,,,,,,,,,,,,,,,,15
78630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78631,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,,,1,,,1,1,,1,5,,,1,,,,8,,13,3,,,,5,,2,,,7,4,,,1,,4,,,,,1,,,1,,1,1,,1,,,4,,,,1,1,1,1,,1,,,3,,,,,8,2,,,,1,,3,,,47,28,15,31,,,12,,3,,4,,,,,3,1,,,235
78634,,,,1,,,,,,1,4,,1,4,,,1,,,1,4,2,18,10,,,,2,,5,,1,5,3,,,,,3,,,,,,,,3,,2,4,,,,,,,,,,,,,,,,,,,,1,,12,,,,,,,,,1,58,10,6,20,,,3,1,2,2,3,,,,,,1,,,195
78636,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,12
78638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4
78639,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,3,1,3,2,,,1,,,,,,,,,,,,,19
78640,,,,,,,,,,3,,,3,3,,,1,,,1,10,2,25,4,,,,1,,4,,,12,3,,,,,1,,,,,,,,5,,,2,,,,,,,,,,1,,1,,,,,,,,2,,14,,,,,,,,,1,51,5,6,12,1,,7,,,,3,,,,,1,,,,185
78641,2,1,,5,,3,3,,,9,9,2,3,12,,1,12,,1,,28,2,49,37,,,,3,,8,,2,22,9,,,1,,11,1,,,,1,,3,10,,9,3,1,,1,1,4,,,,,,,,1,1,,,3,3,2,1,,62,2,,1,1,10,,,,,306,80,37,175,,3,19,,3,,16,,,,1,2,9,,,1007
78642,1,,,2,,1,,,,1,,,,2,,,3,,1,,2,,8,7,,,,,,2,,,4,3,,,,,1,,,,,,,,2,,1,,,,,,4,,,,,,,,,1,,,,,,,,5,1,,,2,,,,,,41,11,9,34,,1,2,,,1,4,,,,1,,2,,,160
78643,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,1,1,,,,2,,,,,,,,,,,,,14
78644,,,,,,,,,,,,,,1,,,,,,1,4,,2,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,,19
78645,,,,1,,,,,,4,,2,,4,,1,1,,,,6,,13,2,,,,,,4,,,5,2,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,,7,,,,,2,,,,,28,13,6,15,1,,1,,1,1,1,,,,,1,,,,127
78648,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,1,,,11
78650,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,7
78652,1,,,1,,,,,,,,,,1,,,,1,,,,,7,1,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,5,2,,3,,,2,,,,3,,,,,,1,,,38
78653,,,,,,,,,,3,,,3,3,1,1,1,,2,1,9,3,11,4,,,,3,,3,,,8,2,,,,,1,,,,,,,,2,,3,3,,,,,,,,,,,,,,,,,2,,,,,14,1,,,,1,,,,,54,8,1,31,,2,1,,3,,2,,,,1,2,1,,,191
78654,,,,,,,1,,,,,,2,1,,,,,,,3,,9,1,,,,,,2,,,3,1,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,4,4,1,8,,,6,,,,,,,,,,,,,53
78655,,,,,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
78657,,,,2,,,1,,,,,2,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,7,2,5,,,1,,,,,,,,,,1,,,30
78659,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,,1,1,,,,,,,,,,,,,,,,17
78660,1,,,2,,2,1,,,13,8,,12,16,2,2,5,,,,34,,76,24,,,,4,,10,,1,16,8,,,,,12,1,1,1,,,,1,10,,9,9,2,,5,,,,,,,,,1,,,,,,3,1,5,,58,1,,1,1,3,,,,,248,48,22,110,1,,13,,7,2,11,,,,2,1,2,,,829
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78664,1,,,2,,,,,,2,3,,3,8,,,3,,1,,10,1,26,2,,,,3,,9,,1,6,4,,,,,8,,1,,,,,,1,,3,1,,,1,,2,,,,,,,1,,,,,2,,,1,,26,,,,3,1,,,,,88,29,8,32,,2,8,,1,1,3,,,,3,,1,,,312
78665,3,,,3,,1,,,,7,4,1,5,11,2,1,7,,1,,19,,26,19,,,1,4,,5,,,8,9,,,,,6,,,1,,2,,,2,,2,3,,,,,2,,,,,2,,1,1,,,,1,1,,2,,35,3,,,,3,,1,,,201,51,20,94,,3,7,,1,,10,1,,,,1,5,,,599
78666,1,,,,,,,,,,,,1,2,,,4,1,,,10,1,19,6,,,1,2,,4,,,4,3,,,1,,4,,1,,,,,,1,,3,4,,,1,,,,,,,,,,,,,,1,2,,1,,12,,,,1,1,,,,1,53,10,7,15,,1,8,,2,1,2,,,,2,1,3,,,198
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,1,1,1,,,,3,1,1,2,1,1,1,3,,,,4,,11,1,,,,,1,,,,6,5,,,,,1,,,,,,,,2,,,,,,,,3,,,,,1,,,1,,,,2,,,,,4,,,1,,1,,,,,42,28,12,27,2,,3,,,,,,,,,,1,,,175
78671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
78676,2,,,1,,1,3,,,1,,,,,,1,1,,,1,6,,6,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,1,,,,,14,14,5,10,,1,2,,2,,1,,,,,,,,,86
78681,2,,,5,,2,1,,,8,5,,2,10,,1,11,1,1,,13,,43,21,,,,7,,8,,,13,4,,,,,8,1,,,,,,3,1,,2,1,,,1,,,,,,1,,,,,1,,,2,1,2,2,,46,2,,1,1,4,,,,,204,50,20,85,,5,10,,1,2,4,,,,1,2,5,,,627
78683,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
78701,1,,,5,1,1,,,,2,,,2,1,,,4,,,,7,,2,,,,,1,,2,2,1,,3,,,,,3,,,,,,,1,2,,2,2,,,,,,,,,,,,2,,,,,,,2,,,3,2,,5,1,10,,,,,120,83,22,54,,,1,,1,,,,,,,6,2,,,359
78702,3,,,4,,1,3,,,3,2,,4,12,1,3,5,,,2,90,,15,4,,,,2,,7,27,2,29,2,,,7,,3,,,,,,,,3,,7,28,,1,2,,,,,,,,,1,,,,,1,1,,43,6,20,2,,,1,2,,1,,1,146,20,9,53,,1,12,,2,1,4,,,,2,2,8,,,611
78703,5,1,,8,1,1,2,,,5,3,,6,13,2,2,17,,1,,11,,17,3,,,,1,1,2,,1,1,2,,,,,3,,1,,,,,,4,,,1,,,,,1,,,,,,,,,,,,4,3,1,1,,31,3,,9,2,16,,,,,154,116,58,84,,3,17,,3,1,2,,1,,1,6,17,,,649
78704,11,,,7,,6,11,,,10,8,,16,17,,10,16,,1,1,34,1,48,13,,,,28,,9,,3,11,3,,,,,8,1,,,,,,1,6,,1,6,1,1,,1,1,,,,,,,1,1,,,,5,,,3,,46,2,,8,2,9,,,,2,302,98,39,107,,7,18,1,6,4,9,,1,,6,9,14,,,991
78705,1,,,3,,,,,,1,,,4,1,,,2,,,,2,1,9,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,14,,,,,,,1,,,29,6,4,10,,,4,,,,1,,,,,3,2,,,104
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
78713,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78716,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
78717,5,,,4,,,1,,,4,5,,4,7,,3,7,,1,1,17,,29,19,,,,,,5,,,6,8,,,,,14,1,1,,,2,,,2,,1,2,,1,,,,,,,1,1,,1,,1,,,2,3,1,1,,30,3,,,,,,,,1,263,56,28,106,,2,8,,4,5,9,,1,,1,2,6,,,686
78719,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,7
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78721,3,,,,,,,,,,1,,2,4,1,,,,,,3,,4,,,,,2,,1,,4,3,3,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,1,,7,,,,,,,,,1,29,3,2,18,,1,2,,1,2,1,,,,1,1,,,,109
78722,1,,,1,,2,,,,,1,,2,5,,1,2,,,1,1,,8,3,,,,4,,2,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,,,,6,1,,1,1,1,,,,1,28,3,,10,,,5,,1,,1,,,,,1,7,,,109
78723,4,,,1,1,1,3,,,3,2,,7,10,1,2,5,,,,16,1,50,11,,,,3,,5,,5,3,5,,,1,,6,1,2,,,,,,5,,3,5,,,3,,,,,,1,,,,,,,,2,1,2,,,48,,,,,1,,,,,114,22,12,60,,1,5,,11,4,5,,,,3,5,6,,,468
