Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78412,,,,,,,,,,1,1,,,1,1,1,1,,,,1,,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,14,6,3,4,,,2,,,,2,,,,,,,,,48
78413,,,,1,,,,,,1,,,1,1,,1,2,,,,1,,3,3,,,,2,1,1,,,,2,,,,,,2,,,,,,,,,,2,,1,2,3,,,,,,,,,,,1,,,,,,,,,,,3,,,4,,,,,,,19,6,5,8,,,2,,1,,,,,,,,,1,,80
78414,,,,,1,,1,,,3,,,,3,,,5,,1,,2,1,8,6,,,,2,,,,,,3,3,,,,,2,,1,,1,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,2,,4,,,1,,,,,,,33,8,3,32,,,2,,,,1,,,,,,,1,,136
78415,,,,,,,,,,,,,,1,,1,,,,,2,,2,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,5,,4,,,,,1,1,1,,,,,,,,,27
78416,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,4
78417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,4
78418,1,,,,,,,,,,1,,1,,,1,,,1,,4,,6,3,,,,,,1,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,1,,,,,,,34,9,2,14,,,4,,2,,,,,,,,,1,,94
78466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
78501,,,,,,1,,,,,2,,,,2,,,,1,,1,,3,2,,,,1,,1,,,,1,3,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,24,5,4,20,,,6,,1,,,,,,,,,1,,85
78503,,,,1,,,,,,,2,,,,2,,1,,,,,,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,,2,,,,,23,7,3,11,,,,,,,3,,,,,,,1,,68
78504,,,,3,,,,,,1,1,,4,2,4,,2,,1,,1,,9,6,,,,,,,1,,,1,,,,1,,3,,1,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,1,2,,1,,,61,17,9,49,,1,7,,1,,,,,,,1,1,1,,208
78516,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,1,,1,,1,2,,,,,,,,,,,,,18
78520,,,,,,1,,,,,1,,,1,,,2,,,,1,,3,1,,,,,,1,,,,1,1,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,2,,,,,30,1,2,18,,,1,,,,1,,,,,,1,1,,77
78521,,,,,,,1,,,1,2,,,,,,2,,,,3,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,41,9,,7,,,1,,,,,,,,,,,3,,84
78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78525,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78526,1,,,,,,,,,2,,,1,,,,,,,,5,1,4,1,,,,,,,,,,,1,,,1,,,,1,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,1,,,4,,,1,1,,,,,,68,8,3,16,,,4,,2,,,,,,,,,1,,131
78537,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,2,,,,,,,,,,1,,,16
78538,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,7
78539,,,,,,1,,,,,,1,1,,,,1,1,,,2,,6,1,,,,,,2,,,,,1,,,,,1,,2,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,27,10,4,22,,,2,,2,,,,,,,,,4,,95
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,1,,,,,,,,,1,,,,,,,,1,,2,1,,,,,,1,,,,1,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,1,1,9,,,1,,,,1,,,,,,,,,36
78542,,,,,,,,,,,,1,,1,,,2,,,,1,,4,1,,,,,,2,,,,1,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,17,5,1,8,,1,1,,,,,,,,,,,1,,53
78543,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,1,,1,,,,,,,,,1,,,,,,,,2,2,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,22,6,2,9,,,2,,,,,,,,,1,,,,58
78552,,,,1,,1,,,,1,,,,4,1,,,,,,,,4,2,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,21,3,3,10,,,1,,2,,,,,,,,,,,64
78557,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,8
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,1,,13
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,5
78566,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,15,3,2,2,,,1,,,,,,,,,,,,,40
78569,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,9
78572,,,,3,,1,3,,,4,3,,,3,2,,3,,,,4,1,7,4,,,,2,,1,2,,,,3,,,,,1,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,1,,3,1,,2,2,2,,,,,66,12,14,27,,1,4,,1,,2,,2,,,1,2,2,,197
78573,,,,2,,,,,,1,2,,,1,,,,,,,,,3,1,,,,2,,,,,,,2,,,,,1,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,6,4,4,,,,,1,,2,,,,,,,,,51
78574,,,,1,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,2,,,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,9,1,1,5,,,,,,,,,,,,1,,,,32
78575,,,,,,,,,,,2,,,,1,,1,1,,,2,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,18,1,1,8,,,1,,1,,1,,,,,,,,,45
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,5
78577,1,,,,,,1,,,3,,,,1,1,,,,,,,,4,1,,,,,,1,,,,2,2,,,,,,,2,,,,,,,,5,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,13,5,2,6,,,1,,,,1,,,,,,,,,56
78578,,,,,,,,,,,,,,1,,,1,,,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,2,6,,,,,,,,,,,,,,,,33
78580,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,4
78582,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,2,,,,,,,,,,,,,14
78583,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78586,,,,,,,,,,1,,,,,1,,,,,,1,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,,8,,2,5,,,1,,1,,,,,,,,1,1,,36
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78589,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,6,,,1,,,,,,,,,,,,,24
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,3
78594,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,1,,,,2,,1,,2,,1,,3,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,1,,1,,,24,7,3,4,,1,,,1,,,,,,,,,,,60
78597,,,,,,,,,,1,,,,2,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2,1,,,1,,2,,,,,,,,,,,30
78599,,,,,,,,,,,2,,,,,,,,,,1,1,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,2,,4,,,,,,,,,,,,,,,,23
78602,1,,,,,,,,,,,,,2,,2,1,,,,8,,7,,,,,,,2,,,,4,2,,,,,1,,,,,,,,,,3,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,23,7,2,17,,,6,,,,1,,,,,,1,,,95
78605,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,9
78606,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,3,,,1,,,,,,,,,,1,,,17
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78610,,,,4,,1,1,,,1,,,,4,2,,2,,,1,6,,20,4,,,,,,8,,,1,11,8,,,,,2,,1,,,,,,,,10,,,1,1,,,,,,,,,,,,,,,,,2,,,,,15,1,,,,1,,,,,55,10,6,37,,1,4,,1,1,2,,,,,1,1,,,227
78611,,,,,,,,,,1,,,,,,,2,,,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,9,5,3,4,,1,5,,,,,,,,,,,,,39
78612,,,,,,,,,,1,,,,2,,,,,,,2,,2,1,,,,,,,,,,1,1,,,,,,,,,1,,,,,,3,,1,1,2,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,1,12,6,,6,,1,3,,,,1,,,,,,1,,,56
78613,3,,,7,2,1,1,,,7,6,,10,18,2,4,17,,1,,37,2,63,39,,,,6,,11,,,2,10,11,,,,,9,,1,,1,,,1,,,12,,1,4,12,5,,2,,1,,,,,,,,,,,,1,1,,2,,71,8,,4,1,7,,,,1,346,106,58,166,,7,13,1,7,1,9,,,1,,3,2,5,,1130
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78616,,,,,,,1,,,,1,,,4,,,1,,,,2,,6,4,,,,1,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,,,,,,,,,,18,7,4,2,,1,,,1,,1,,,,,,,,,67
78617,,,,,,,,,,2,,,,,,,,,,,3,,5,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,,,19,2,,2,,,1,,,,,,,,,,,,,44
78619,,,,1,,1,,,,,1,,1,1,,1,2,,1,,1,,4,3,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,,,2,,,,,25,9,8,14,,,,1,,,,,,,,1,,1,,88
78620,1,,,1,,,2,,,1,3,,2,5,,,4,,,,10,2,17,7,,,,,1,,,,,5,2,,,,,5,,,,1,,,,,1,6,,,,1,,,,,5,,,,,,,1,,,,,1,,,,,12,,,1,,,,,,,80,37,20,46,,1,4,,1,,3,,,,,,4,4,,297
78621,,,,,,,,,,,,,1,2,,,,,,,5,,8,,,,,2,,3,,,,5,,,,,,1,,,,,,,,,,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,10,2,,4,,,4,,1,1,1,,,,,,,,,64
78623,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,,1,,,,9
78624,,,,1,1,,,,,1,,,1,1,2,,,,,,2,,3,3,,,,,,3,,,,4,6,,,1,1,1,,,,,,,,,,1,,,,,,,,,1,2,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,16,11,7,9,,,2,,1,,1,,,,,,,1,,90
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78626,1,,,2,,,1,,,1,,,1,2,,1,1,,1,,8,,12,7,,,,,,3,,,1,9,2,,,,,,,,,1,,,,,,8,,,1,1,,,1,,,,,,,1,,,,,,,1,1,,1,,20,2,,,,1,,,,,85,16,6,35,,3,9,,1,,4,,,,,,2,1,,254
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78628,,,,3,1,,,,,3,7,,7,6,1,,5,1,,1,10,,15,19,,,,1,,2,1,,1,8,8,,,,,2,,1,,,1,,1,,,9,,1,1,4,,,1,,3,,,1,,,,,,,,,1,,,,,21,2,,1,,2,,1,,2,142,42,15,69,,1,7,,2,,6,1,4,,,1,5,5,,455
78629,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,16
78630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78631,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,,,2,,,,1,,1,4,,,1,,,,9,,13,4,,,,5,,2,,,,7,5,,,1,,4,,,,,,,1,,,1,,,1,1,,1,,,5,,,,1,1,1,1,,1,,,3,,,1,,10,2,,,,1,,3,,,47,29,16,34,,,13,,4,,4,,,,,,3,1,,248
78634,,,,1,,,,,,1,4,,1,3,,,1,,,1,4,1,19,10,,,,2,,5,,,1,6,4,,,,,3,,,,,,,,,,4,,,3,4,,1,,,,,,,,,,,,,,,,,,1,,13,,,,,,,,,1,61,12,6,23,,,4,1,2,2,3,,,,,,,1,,209
78636,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,11
78638,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
78639,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,3,1,3,2,,,1,,,,,,,,,,,,,19
78640,,,,,,,,,,2,1,,3,3,,,1,,,1,11,2,25,4,,,,1,,3,,,,12,4,,,,,1,,1,,,,,,,,5,,,1,3,,,,,,,,,,1,,1,,,,,,,,2,,14,,,,,,,,,1,53,4,5,15,1,1,8,,1,,3,,,,,,1,,,195
78641,2,1,,6,,3,3,,,9,9,2,1,12,1,1,10,,1,,29,2,50,37,,,,,,7,,,2,22,11,,,1,,11,,,1,,,,1,,3,12,,1,9,4,1,1,,1,4,,,,,,1,1,1,1,,,4,3,2,1,,63,3,,1,1,13,,,,,333,84,42,201,,4,22,,6,1,16,,,,,2,3,10,,1090
78642,1,,,1,,1,,,,2,,,,2,,,4,,1,,2,,8,7,,,,,,1,,,,5,3,,,,,1,,,,,,,,,,3,,,1,1,,,,,4,,,,,,1,,,1,,,,,,,,6,1,,1,2,,,,,,44,12,9,37,,1,4,,,1,4,,,,,1,,2,,175
78643,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,2,1,,,,2,,,,,,,,,,,,,15
78644,,,,,,,,,,,,,,1,,,,,,1,4,,2,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,2,,,,,1,,,,,,,,,,,21
78645,,,,1,,,,,,5,,2,,4,,1,1,,,,6,1,12,3,,,,,,4,,,,5,2,,,,,1,,,,,,,,,,,,,1,2,,,,,1,,,,,,,,,,,,,,1,,,7,1,,1,,1,,,,,31,17,6,20,1,,3,,1,,1,,,,,,,,,143
78648,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,1,,13
78650,,,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6
78652,1,,,1,1,,,,,,,,,,,,,1,,,,,7,1,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,7,2,,4,,,2,,,,3,,,,,,,1,,41
78653,,,,1,,,,,,3,,,4,3,1,1,1,,2,1,8,3,11,4,,,,3,,3,,,,8,2,,,,,1,,,,,,,,,,1,,,4,3,,,,,,,,,,,,,,,,,2,,,,,14,2,,,,2,,,,,57,9,1,34,,2,2,,3,,3,,,,,2,1,1,,203
78654,,,,,,,1,,,,,,2,1,,,,,,,3,,8,1,,,,,,2,,,,3,1,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,1,5,5,1,8,,,6,,,,,,,,,,,,,56
78655,,,,,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78657,,,,1,,,1,,,,,2,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,9,2,5,,,1,,,,,,,,,,,1,,33
78659,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,,1,1,,,,,,,,,,,,,,,,17
78660,1,,,2,,2,2,,,15,10,,11,17,2,2,5,,,,34,,74,23,,,,5,,11,,,1,15,10,,,,,11,,2,1,1,1,,,,1,11,,2,11,9,2,,5,,,,,,,,,1,,1,,,,2,1,5,,62,4,,1,2,5,,,,,260,52,21,137,1,,13,,7,2,11,,,,,2,1,2,,892
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
