Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
LPG,Sinclair,2500 N Milt Phillips Ave,Located at the SE corner of Highway 9 and 99,Seminole,OK,74868,,405-382-1841,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,35.244904,-96.670336,2022-10-11,53144,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Dale's Propane,Highway 259 and Smithville Rd,,Smithville,OK,74957,,580-344-0906,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.46678374543672,-94.64395499905856,2022-11-10,53145,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Hopkins Propane,1904 E US Highway 9,,Stigler,OK,74462,,918-967-3311,E,,Public - Call ahead,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,35.26026662248102,-95.09925869577026,2022-10-11,53146,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Eldridge Propane Service,430 W Smith St,,Strafford,OK,74872,,800-259-2300  580-759-2231,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.79672331880442,-96.96662834418032,2022-09-14,53148,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Pitmon Oil & Gas,2420 W Broadway Ave,,Sulphur,OK,73086,,580-247-9537,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,34.50706901891814,-97.00179468465971,2022-11-10,53150,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Mayes County Propane,303 W Cherokee St,Located on the SW corner of Cherokee St & Wagoner Rd,Wagoner,OK,74467,,918-485-3416,E,,Public - Call ahead,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,35.959439,-95.380678,2021-11-04,53153,2022-09-30 22:19:54 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Rush Propane,108 E Main St,,Wanette,OK,74878,,405-383-2296,E,,Public - Call ahead,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.96317342894107,-97.03252635397907,2022-10-11,53154,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Green's Propane,3352 W Highway 66,,Wellston,OK,74881,,,E,,Private,,,,,,,,,,,,GPS,35.68130629187237,-97.06101978769686,2022-10-11,53156,2022-10-11 18:56:12 UTC,P,,,2018-01-02,,,,,,US,,,,Privé,,private,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,
LPG,Guadalupe River RV Park Campgrounds,7200 Spring Branch Rd,Located 3.2 miles West of US Highway 281,Spring Branch,TX,78070,,830-885-7200,E,,Public - Call ahead,"9am-6pm M-Sat, 11am-3pm Sun, or by appointment",A Cash D M V,,,,,,,,,,200-9,29.881962,-98.451154,2022-04-06,53157,2022-04-06 14:08:04 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RV_PARK,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,City of Santa Monica - Pier,1540 Appian Way,,Santa Monica,CA,90405,,,E,,Private,,,,,,,,,,,,200-8,34.011259,-118.496176,2022-08-10,53158,2022-08-10 13:32:10 UTC,LG,,,1990-01-01,,,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,
LPG,University of Maryland - Motor Transportation Facility,5245 Greenbelt Rd,,College Park,MD,20740,,,E,,Private - Government only,,,,,,,,,,,,200-9,38.997848,-76.921936,2022-09-14,53159,2022-09-14 15:49:44 UTC,SG,,,2013-10-16,,,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,
LPG,U-Haul,2560 South Rd,,Poughkeepsie,NY,12601,,845-462-1027,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash Checks D M V,,,,,,,,,,200-9,41.663631,-73.928773,2021-06-07,53161,2022-02-22 14:31:10 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,McCraw Oil and Propane,1403 W Main St,,Antlers,OK,74523,,580-298-2561,E,,Public - Call ahead,8am-5pm M-F; must have state decal,Cash Checks D M V,,,,,,,,,,GPS,34.2350891707847,-95.64077805158996,2022-10-11,53163,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Formby Oil & Propane,14 St and Highway 123,,Bartlesville,OK,74003,,918-336-3753,E,,Public - Call ahead,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.735839,-96.002084,2022-09-14,53165,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,McCurtain County Propane,1350 N Park Dr,,Broken Bow,OK,74728,,580-584-6555,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.0411677261941,-94.73947680489351,2022-09-14,53166,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Burlington Co-op,602 Main St,,Burlington,OK,73722,,580-431-2211,E,,Public - Call ahead,7:30am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,36.899748,-98.423162,2021-10-12,53168,2022-11-14 12:26:35 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Dale's Propane,836 N Lawson Blvd,3 miles south of the Route 2 and 271 junction. First building on the left if you're heading south into Clayton.,Clayton,OK,74536,,918-216-0425,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,34.59571896800563,-95.34560453107451,2022-11-10,53171,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Maltsberger Propane,2420 US Highway 64,,Cleveland,OK,74020,,918-358-3310,E,,Public,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.28649758126537,-96.44745769549257,2022-11-10,53172,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Propane Sales,14244 W Dover Crescent Rd,,Crescent,OK,73028,,405-969-3526,E,,Public,"8am-5pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,35.95696363191386,-97.60597577114433,2022-10-11,53176,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,Pitmon Oil & Gas,101 N C St,,Davis,OK,73030,,580-247-9537,E,,Public,"8am-5pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,34.5029278392398,-97.12546345403672,2022-11-10,53178,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Elgin Propane,4334 US Highway 277,,Elgin,OK,73538,,580-492-5555,E,,Public - Call ahead,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,200-8,34.782693,-98.337053,2022-10-11,53181,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Sooner State Propane,13479 NE Keeney Rd,,Elgin,OK,73538,,580-492-1010,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,34.790495,-98.28386,2022-11-10,53182,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Hopkins Propane Eufaula,119220 S 4160 Rd,At the intersection of Highway 9 and Southport Rd,Eufaula,OK,74432,,918-689-4582,E,,Public,8am-4pm M-F,Cash Checks D M V,,,,,,,,,,200-9,35.28772,-95.611511,2022-10-11,53184,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Tillman Producers Co-op,218 S 7th St,,Frederick,OK,73542,,580-335-2107,E,,Public - Call ahead,7:30am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.38594335397099,-99.02024178652388,2022-10-11,53185,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Fronk Oil Co,431 Highway 54 E,,Guymon,OK,73942,,580-338-6536,E,,Public,"8am-5pm M-F, 7am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-8,36.682398,-101.4705,2022-11-10,53188,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Eagle Propane,620 N Main St,,Hennessy,OK,73742,,405-853-4445,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.1164926674387,-97.89932734019777,2022-09-14,53189,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Wilcoxson Propane,1100 S Eastern Ave,Located at the SE corner of Hwy 99 & Teepee Rd,Hominy,OK,74035,,918-885-2235,E,,Public,7am-4pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.40472677389624,-96.38862965872192,2022-10-11,53190,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,McCraw Oil and Propane,610 S A St,,Hugo,OK,74743,,580-326-8388,E,,Public - Call ahead,8am-5pm M-F; must have state decal,Cash Checks D M V,,,,,,,,,,GPS,34.02198552307996,-95.54186578466752,2022-09-14,53191,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Kiamichi LP Gas,1007 S Central Ave,,Idabel,OK,74745,,580-286-3253,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-8,33.884674,-94.82666,2022-09-14,53192,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,C & I Gas,20291 NW Cache Rd,,Indiahoma,OK,73552,,580-429-3591,E,,Public - Call ahead,8am-4:30pm M-F,Cash Checks D M V,,,,,,,,,,200-9,34.623138,-98.678375,2021-11-04,53193,2022-09-08 17:22:13 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Laverne Farmers Co-op,1995 N Highway 283,,Laverne,OK,73848,,580-921-3202,E,,Public,"8am-5pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,36.72327640293374,-99.89061062698363,2022-09-14,53197,2022-09-14 15:49:44 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Lawton LP Gas Co,14 SW Lee Blvd,Located behind the Lawton Inn,Lawton,OK,73501,,580-353-8753,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,34.593137,-98.388733,2022-10-11,53198,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Earnheart Oil & Propane,12740 W Highway 51,Highway 74 and Highway 51,Marshall,OK,73056,,888-536-8703,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.145542,-97.587434,2021-10-12,53202,2022-11-14 12:48:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Western Fuel Co,106 NE 2nd St,,Lindsay,OK,73052,,405-756-2042,E,,Public,8am-4pm M-F,Cash Checks D Debit M V,,,,,,,,,,GPS,34.81775344568931,-97.42241310450743,2022-11-10,53203,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Dale's Propane,5358 US Highway 270,,McAlester,OK,74501,,918-423-9292,E,,Public - Call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.89982441576385,-95.69231491534424,2021-11-04,53204,2022-10-26 21:24:50 UTC,P,,,2013-10-16,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Eldridge Propane Service,32247 Highway 145,,Paoli,OK,73074,,405-484-7588,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,34.79804826705346,-96.9667784,2021-10-12,53213,2022-11-14 13:07:19 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Formby Oil & Propane,301 E Main St,,Pawhuska,OK,74056,,918-287-3160,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,36.662987,-96.335312,2022-10-11,53214,2022-10-11 18:56:12 UTC,P,,,2013-10-16,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Cimarron Valley Co-op,247 S Main St,,Perkins,OK,74059,,405-547-2423,E,,Public,"8am-5:30pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-9,35.972385,-97.03394,2022-11-10,53215,2022-11-10 16:40:31 UTC,P,,,2013-10-16,,,true,,,US,,,,Public,,public,,,COOP,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,ARRO Autogas - Archer Travel Center,16660 Sierra Hwy,Located at the Archer Travel Center,Mojave,CA,93501,,661-824-2800,E,,Public - Card key at all times,24 hours daily; call station to arrange card key,A D M V,,,,,,,,,,200-9,35.063182,-118.176446,2022-06-14,53478,2022-06-14 16:26:13 UTC,P,,,2013-11-14,,,true,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Tyree Chevron,2340 Irving Rd,,Eugene,OR,97402,,541-246-8940,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-9,44.102657,-123.168516,2022-04-06,53481,2022-04-06 14:08:04 UTC,P,,,2013-11-14,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Alliance AutoGas - Mission Street Shell,2220 Mission St SE,Near corner of 22nd St SE and Mission St SE,Salem,OR,97302,,833-425-8782,E,,Public - Fleet customers only,24 hour access with Alliance AutoGas card (self-service),ALLIANCE,,,,,,,,,,200-9,44.925174,-123.017355,2022-03-07,53482,2022-03-07 19:49:53 UTC,P,,,2013-11-14,,,,,,US,,,,Public - Réservé aux clients de parcs,,public,FLEET,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,true
LPG,U-Haul Moving & Storage of Alcoa Hwy,3699 Alcoa Hwy,,Alcoa,TN,37701,,865-238-0881,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,35.84029,-83.969116,2022-03-07,53484,2022-03-07 19:49:53 UTC,P,,,2013-11-14,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false
LPG,U-Haul,1691 Mallory Ln,,Brentwood,TN,37027,,615-372-0301,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D Debit M V,,,,,,,,,,200-9,35.968595,-86.813605,2021-06-07,53485,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,4001 Hixson Pike,,Chattanooga,TN,37415,,423-870-2144,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.114706,-85.259857,2021-06-07,53486,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,2830 Wilma Rudolph Blvd,,Clarksville,TN,37040,,931-648-0500,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,36.589396,-87.294149,2021-06-07,53488,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,208 W Main St,,Hendersonville,TN,37075,,615-822-4491,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,36.305774,-86.619661,2021-06-07,53489,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,4612 Rutledge Pike,,Knoxville,TN,37914,,865-521-7182,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,36.010769,-83.869347,2021-06-07,53491,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,2722 N Watkins,,Memphis,TN,38127,,901-353-2051,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.199739,-90.007134,2021-06-07,53492,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,7910 Highway 51 N,,Millington,TN,38053,,901-873-3300,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.34187,-89.908895,2021-06-07,53494,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,U-Haul,3904 Nolensville Rd,,Nashville,TN,37211,,615-832-2024,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,36.086442864729,-86.7292736,2021-06-07,53496,2022-02-22 14:31:10 UTC,P,,,2013-11-14,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
LPG,ARRO Autogas - Delta Liquid Energy #71,1620 Lemonwood Dr,Located at Delta Liquid Energy,Santa Paula,CA,93060,,818-838-4400,E,,Public - Card key after hours,8am-4:30pm M-F; 24 hours daily with access ProKee,A D M V,,,,,,,,,,200-9,34.355546,-119.045879,2022-06-14,53705,2022-06-14 16:26:13 UTC,P,,,2013-12-16,,,true,,,US,,,,Public - Carte-clé après les heures d'ouverture,,public,KEY_AFTER_HOURS,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,24/7 Propane,1005 NW 119th St,,North Miami,FL,33168,,305-403-2277,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,GPS,25.88385513972278,-80.21494002810287,2022-10-11,53706,2022-10-11 18:56:12 UTC,P,,,2013-12-16,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,City of Chesapeake,905 Executive Blvd,,Chesapeake,VA,23320,,757-382-3375,E,,Private - Fleet customers only,Customers should call 757-382-3375 to set up a fueling account,,,,,,,,,,,200-8,36.755694,-76.224619,2021-10-12,53708,2022-10-26 12:51:58 UTC,LG,,,2013-12-16,,,false,,,US,,,,Privé - Réservé aux clients de parcs,,private,FLEET,,MUNI_GOV,,,,,,,,,"[""QUICK_CONNECT""]",,,,,,,,
LPG,Hall Propane,944 E Stuart Dr,,Galax,VA,24333,,276-236-5535,E,,Public,8am-5pm M-F,Cash Checks M V,,,,,,,,,,200-9,36.678756,-80.898475,2021-10-12,53709,2022-11-14 12:05:17 UTC,P,,,2014-01-01,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Shell,796 S 4th Ave,,Yuma,AZ,85364,,928-783-8506,E,,Public - Call ahead,24 hours daily,A Cash D M V,,,,,,,,,,GPS,32.71340361689428,-114.6248633766518,2022-11-10,54014,2022-11-10 16:40:31 UTC,P,,,2014-01-15,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Union 76 - Hiles,40010 Washington St,,Bermuda Dunes,CA,92203,,760-772-3111,E,,Public,7am-6pm daily,A Cash GasCard M V,,,,,,,,,,200-9,33.757455,-116.302277,2022-07-12,54015,2022-07-12 20:31:42 UTC,P,,,2014-01-15,,,true,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Conger LP Gas,146 S Ridge Ave,,Tifton,GA,31794,,229-386-5574,E,,Public,8am-5pm M-F,A Cash Checks D Debit M V,,,,,,,,,,200-9,31.454244,-83.515717,2022-07-12,54019,2022-07-12 20:31:42 UTC,P,,,2014-01-20,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false
LPG,Midwestern Propane,418 S Belt E,,Belleville,IL,62220,,618-234-0524,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat",A Cash Checks D M V,,,,,,,,,,GPS,38.50206629859169,-89.97906010416034,2022-09-14,54020,2022-09-14 15:49:44 UTC,P,,,2014-01-15,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false
LPG,Gaile's Propane,7678 Indiana 135,Between Trafalgar and Morgantown,Morgantown,IN,46160,,812-597-4451,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,39.378419,-86.247414,2021-11-04,54021,2022-08-24 20:10:45 UTC,P,,,2014-01-15,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,Schilling Propane,10500 Township Highway 122,,Upper Sandusky,OH,43351,,419-294-4560  800-248-4560,E,,Public,"7am-5pm M-F, 8:30am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-9,40.839972,-83.236044,2022-04-06,54025,2022-04-06 14:08:04 UTC,P,,,2014-01-15,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false
LPG,Lincoln Liquefied Gas Co,1802 W 15th St,,Chandler,OK,74834,,405-258-0053,E,,Public,8am-5pm M-F; must have state decal,A Cash Checks D M V,,,,,,,,,,GPS,35.69586027899725,-96.90244055554197,2022-11-10,54027,2022-11-10 16:40:31 UTC,P,,,2014-01-15,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,American Discount Brake & Muffler,1448 S Sheridan Rd,Located on the NW corner of 15th & Sheridan,Tulsa,OK,74112,,918-832-0736,E,,Public,8am-5pm M-Sat,Cash Checks D M V,,,,,,,,,,200-9,36.141027,-95.905057,2022-10-11,54028,2022-10-11 18:56:12 UTC,P,,,2014-01-15,,,true,,,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,"[""ACME""]",,,,,,,,false
LPG,U-Haul,4825 W 34th St,,Houston,TX,77092,,713-680-1964,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash Checks D M V,,,,,,,,,,200-9,29.818806,-95.461454,2021-06-07,54032,2022-02-22 14:31:10 UTC,P,,,2014-01-15,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false
